author_rank,author_name,author_key,inspire_author_recid,author_type,paper_count,frontier_count,frontiers,first_year,last_year,citable_paper_count,total_citations_on_coauthored_papers,mean_citations_on_coauthored_papers,max_citations_on_coauthored_papers
6721,"Di Mauro, Mattia",INSPIRE:1296199,1296199,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6722,"Lin, Qing",INSPIRE:1601188,1601188,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6723,"Linden, Tim",INSPIRE:1074425,1074425,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6724,"Murphy, Alexander",INSPIRE:2036710,2036710,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6725,"Park, Jong-Chul",INSPIRE:2051143,2051143,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6726,"Sarsa, Maria Luisa",INSPIRE:1043246,1043246,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6727,"Slatyer, Tracy R.",INSPIRE:1038146,1038146,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6728,"Wagner, Felix",INSPIRE:2102199,2102199,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6729,"Yang, Liang",INSPIRE:1271110,1271110,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6730,"Ye, Jingqiang",INSPIRE:1601243,1601243,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6731,"Zhou, Ning",INSPIRE:1060979,1060979,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6732,"Zhou, Xiaopeng",INSPIRE:1813551,1813551,individual,1,2,CF | TF,2022,2022,1,47,47.0,47
6733,"Acharya, B.",INSPIRE:2130380,2130380,individual,1,1,EF,2022,2022,1,46,46.0,46
6734,"Alexandre, J.",INSPIRE:1018676,1018676,individual,1,1,EF,2022,2022,1,46,46.0,46
6735,"Benes, P.",INSPIRE:2621750,2621750,individual,1,1,EF,2022,2022,1,46,46.0,46
6736,"Bergmann, B.",INSPIRE:1623791,1623791,individual,1,1,EF,2022,2022,1,46,46.0,46
6737,"Branzas, H.",INSPIRE:1928447,1928447,individual,1,1,EF,2022,2022,1,46,46.0,46
6738,"Burian, P.",INSPIRE:1905157,1905157,individual,1,1,EF,2022,2022,1,46,46.0,46
6739,"Cecchini, S.",INSPIRE:1912902,1912902,individual,1,1,EF,2022,2022,1,46,46.0,46
6740,"Cho, Y.M.",INSPIRE:1054289,1054289,individual,1,1,EF,2022,2022,1,46,46.0,46
6741,"Dalena, B.",INSPIRE:1040272,1040272,individual,1,1,AF,2022,2022,1,46,46.0,46
6742,"de Austri, R. Ruiz",INSPIRE:1258860,1258860,individual,1,1,EF,2022,2022,1,46,46.0,46
6743,"de Montigny, M.",INSPIRE:996947,996947,individual,1,1,EF,2022,2022,1,46,46.0,46
6744,"Felea, D.",INSPIRE:1068548,1068548,individual,1,1,EF,2022,2022,1,46,46.0,46
6745,"Frank, M.",INSPIRE:2645878,2645878,individual,1,1,EF,2022,2022,1,46,46.0,46
6746,"Giovannozzi, M.",INSPIRE:1008307,1008307,individual,1,1,AF,2022,2022,1,46,46.0,46
6747,"Hirt, A.M.",INSPIRE:1935417,1935417,individual,1,1,EF,2022,2022,1,46,46.0,46
6748,"Janecek, J.",INSPIRE:1988979,1988979,individual,1,1,EF,2022,2022,1,46,46.0,46
6749,"Kalliokoski, M.",INSPIRE:1074322,1074322,individual,1,1,EF,2022,2022,1,46,46.0,46
6750,"Korzenev, A.",INSPIRE:1043507,1043507,individual,1,1,EF,2022,2022,1,46,46.0,46
6751,"Lacarrere, D.H.",INSPIRE:1001333,1001333,individual,1,1,EF,2022,2022,1,46,46.0,46
6752,"lek, R. Mase",INSPIRE:2645879,2645879,individual,1,1,EF,2022,2022,1,46,46.0,46
6753,"Leroy, C.",INSPIRE:1000519,1000519,individual,1,1,EF,2022,2022,1,46,46.0,46
6754,"Levi, G.",INSPIRE:1000445,1000445,individual,1,1,EF,2022,2022,1,46,46.0,46
6755,"Lionti, A.",INSPIRE:1332689,1332689,individual,1,1,EF,2022,2022,1,46,46.0,46
6756,"Margiotta, A.",INSPIRE:998819,998819,individual,1,1,EF,2022,2022,1,46,46.0,46
6757,"Maulik, A.",INSPIRE:1317824,1317824,individual,1,1,EF,2022,2022,1,46,46.0,46
6758,"Mavromatos, N.E.",INSPIRE:998211,998211,individual,1,1,EF,2022,2022,1,46,46.0,46
6759,"Mieskolainen, M.",INSPIRE:1343717,1343717,individual,1,1,EF,2022,2022,1,46,46.0,46
6760,"Millward, L.",INSPIRE:1988981,1988981,individual,1,1,EF,2022,2022,1,46,46.0,46
6761,"Mitsou, V.A.",INSPIRE:997243,997243,individual,1,1,EF,2022,2022,1,46,46.0,46
6762,"Musumeci, E.",INSPIRE:2134837,2134837,individual,1,1,EF,2022,2022,1,46,46.0,46
6763,"Orava, R.",INSPIRE:994817,994817,individual,1,1,EF,2022,2022,1,46,46.0,46
6764,"Ouimet, P.-P.",INSPIRE:1038074,1038074,individual,1,1,EF,2022,2022,1,46,46.0,46
6765,"Papavassiliou, J.",INSPIRE:994308,994308,individual,1,1,EF,2022,2022,1,46,46.0,46
6766,"Pinfold, J.L.",INSPIRE:993320,993320,individual,1,1,EF,2022,2022,1,46,46.0,46
6767,"Popa, L.A.",INSPIRE:1034136,1034136,individual,1,1,EF,2022,2022,1,46,46.0,46
6768,"Popa, V.",INSPIRE:2211450,2211450,individual,1,1,EF,2022,2022,1,46,46.0,46
6769,"Pospisil, S.",INSPIRE:992914,992914,individual,1,1,EF,2022,2022,1,46,46.0,46
6770,"P˘av˘ala¸s, G.E.",INSPIRE:2645880,2645880,individual,1,1,EF,2022,2022,1,46,46.0,46
6771,"Rajantie, A.",INSPIRE:992389,992389,individual,1,1,EF,2022,2022,1,46,46.0,46
6772,"Riegler, W.",INSPIRE:991756,991756,individual,1,1,AF,2022,2022,1,46,46.0,46
6773,"Sahnoun, Z.",INSPIRE:1903448,1903448,individual,1,1,EF,2022,2022,1,46,46.0,46
6774,"Sakurai, K.",INSPIRE:1058900,1058900,individual,1,1,EF,2022,2022,1,46,46.0,46
6775,"Santra, A.",INSPIRE:1186594,1186594,individual,1,1,EF,2022,2022,1,46,46.0,46
6776,"Sarkar, S.",INSPIRE:990298,990298,individual,1,1,EF,2022,2022,1,46,46.0,46
6777,"Sawy, M. El",INSPIRE:1988978,1988978,individual,1,1,EF,2022,2022,1,46,46.0,46
6778,"Semenoff, G.",INSPIRE:989360,989360,individual,1,1,EF,2022,2022,1,46,46.0,46
6779,"Shaa, A.",INSPIRE:1988985,1988985,individual,1,1,EF,2022,2022,1,46,46.0,46
6780,"Sliwa, K.",INSPIRE:988399,988399,individual,1,1,EF,2022,2022,1,46,46.0,46
6781,"Soluk, R.",INSPIRE:988108,988108,individual,1,1,EF,2022,2022,1,46,46.0,46
6782,"Spurio, M.",INSPIRE:987837,987837,individual,1,1,EF,2022,2022,1,46,46.0,46
6783,"Staelens, M.",INSPIRE:1783430,1783430,individual,1,1,EF,2022,2022,1,46,46.0,46
6784,"Suk, M.",INSPIRE:987196,987196,individual,1,1,EF,2022,2022,1,46,46.0,46
6785,"Togo, V.",INSPIRE:1028990,1028990,individual,1,1,EF,2022,2022,1,46,46.0,46
6786,"Tommasini, D.",INSPIRE:2052857,2052857,individual,1,1,AF,2022,2022,1,46,46.0,46
6787,"Tuszy´nski, J.A.",INSPIRE:2645881,2645881,individual,1,1,EF,2022,2022,1,46,46.0,46
6788,"Vento, V.",INSPIRE:984824,984824,individual,1,1,EF,2022,2022,1,46,46.0,46
6789,"Vives, O.",INSPIRE:984553,984553,individual,1,1,EF,2022,2022,1,46,46.0,46
6790,"Acosta, Darin",INSPIRE:1018987,1018987,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6791,"Adhikari, Rana",INSPIRE:1032335,1032335,individual,1,1,CF,2022,2022,1,45,45.0,45
6792,"Armatol, A.",INSPIRE:1885166,1885166,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6793,"Avignone, F.T.",INSPIRE:2053369,2053369,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6794,"Azzolini, O.",INSPIRE:1258795,1258795,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6795,"Badurina, Leonardo",INSPIRE:1767946,1767946,individual,1,1,CF,2022,2022,1,45,45.0,45
6796,"Balata, M.",INSPIRE:1423869,1423869,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6797,"Ballen, K.",INSPIRE:2032038,2032038,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6798,"Ballmer, Stefan W.",INSPIRE:1275098,1275098,individual,1,1,CF,2022,2022,1,45,45.0,45
6799,"Barabash, A.S.",INSPIRE:1017440,1017440,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6800,"Bari, G.",INSPIRE:1017357,1017357,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6801,"Baudin, D.",INSPIRE:1609406,1609406,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6802,"Bellini, F.",INSPIRE:1023426,1023426,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6803,"Benato, G.",INSPIRE:1402236,1402236,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6804,"Beretta, M.",INSPIRE:1763508,1763508,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6805,"Bettelli, M.",INSPIRE:2032040,2032040,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6806,"Boldrini, V.",INSPIRE:1885168,1885168,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6807,"Bucci, C.",INSPIRE:1043106,1043106,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6808,"Camilleri, J.",INSPIRE:1885169,1885169,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6809,"Capelli, S.",INSPIRE:1048922,1048922,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6810,"Cappelli, L.",INSPIRE:1758547,1758547,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6811,"Celi, E.",INSPIRE:1834585,1834585,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6812,"Chang, C.",INSPIRE:1022893,1022893,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6813,"Chattopadhyay, Swapan",INSPIRE:1013953,1013953,individual,1,1,CF,2022,2022,1,45,45.0,45
6814,"Clemenza, M.",INSPIRE:1057742,1057742,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6815,"Craft, E.",INSPIRE:2032041,2032041,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6816,"Creswick, R.J.",INSPIRE:1057744,1057744,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6817,"Cros, B.",INSPIRE:2014343,2014343,individual,1,1,AF,2022,2022,1,45,45.0,45
6818,"D'Addabbo, A.",INSPIRE:1581343,1581343,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6819,"Dabagov, S.",INSPIRE:1423810,1423810,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6820,"Dafinei, I.",INSPIRE:1012569,1012569,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6821,"De Jesus, M.",INSPIRE:2053371,2053371,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6822,"Dell'Oro, S.",INSPIRE:1422365,1422365,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6823,"Dixon, T.",INSPIRE:2071607,2071607,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6824,"Dompè, V.",INSPIRE:1885176,1885176,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6825,"Downer, M.C.",INSPIRE:2122595,2122595,individual,1,1,AF,2022,2022,1,45,45.0,45
6826,"Drobizhev, A.",INSPIRE:1944447,1944447,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6827,"Dumoulin, L.",INSPIRE:2053373,2053373,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6828,"Evans, Matthew",INSPIRE:1376340,1376340,individual,1,1,CF,2022,2022,1,45,45.0,45
6829,"Fantini, G.",INSPIRE:1889177,1889177,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6830,"Faverzani, M.",INSPIRE:1424084,1424084,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6831,"Ferri, E.",INSPIRE:1258803,1258803,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6832,"Ferri, F.",INSPIRE:1064509,1064509,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6833,"Ferroni, F.",INSPIRE:1010058,1010058,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6834,"Foggetta, L.",INSPIRE:1423846,1423846,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6835,"Franceschi, A.",INSPIRE:1885180,1885180,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6836,"Fritschel, Peter",INSPIRE:1053381,1053381,individual,1,1,CF,2022,2022,1,45,45.0,45
6837,"Froula, D.H.",INSPIRE:1923081,1923081,individual,1,1,AF,2022,2022,1,45,45.0,45
6838,"Fu, C.",INSPIRE:2032048,2032048,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6839,"Fu, S.",INSPIRE:1021135,1021135,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6840,"Fujikawa, B.K.",INSPIRE:1009290,1009290,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6841,"Ghislandi, S.",INSPIRE:1907246,1907246,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6842,"Giachero, A.",INSPIRE:1029864,1029864,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6843,"Gianvecchio, A.",INSPIRE:2032052,2032052,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6844,"Gironi, L.",INSPIRE:1071514,1071514,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6845,"Gorla, P.",INSPIRE:1048946,1048946,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6846,"Gras, P.",INSPIRE:1023492,1023492,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6847,"Guillaumon, P.V.",INSPIRE:2032055,2032055,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6848,"Gutierrez, T.D.",INSPIRE:1022033,1022033,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6849,"Hall, Evan",INSPIRE:1077499,1077499,individual,1,1,CF,2022,2022,1,45,45.0,45
6850,"Han, K.",INSPIRE:1907250,1907250,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6851,"Helis, D.",INSPIRE:1885182,1885182,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6852,"Hogan, M.J.",INSPIRE:1975984,1975984,individual,1,1,AF,2022,2022,1,45,45.0,45
6853,"Hooker, S.M.",INSPIRE:1937562,1937562,individual,1,1,AF,2022,2022,1,45,45.0,45
6854,"Huang, H.Z.",INSPIRE:1005414,1005414,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6855,"Huang, R.G.",INSPIRE:1474731,1474731,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6856,"Hughes, Sean",INSPIRE:1005315,1005315,individual,1,1,RPF,2022,2022,1,45,45.0,45
6857,"Hurley, Nicholas",INSPIRE:2678395,2678395,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6858,"Imbert, L.",INSPIRE:1885183,1885183,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6859,"Jani, Karan",INSPIRE:1814579,1814579,individual,1,1,CF,2022,2022,1,45,45.0,45
6860,"Joshi, C.",INSPIRE:2058235,2058235,individual,1,1,AF,2022,2022,1,45,45.0,45
6861,"Karapetrov, G.",INSPIRE:1885186,1885186,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6862,"Keppel, G.",INSPIRE:1424040,1424040,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6863,"Khalife, H.",INSPIRE:1885187,1885187,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6864,"Kobychev, V.V.",INSPIRE:1029699,1029699,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6865,"Konovalov, S.I.",INSPIRE:1045333,1045333,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6866,"Kowalski, R.",INSPIRE:2032059,2032059,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6867,"Krushelnick, K.",INSPIRE:1889171,1889171,individual,1,1,AF,2022,2022,1,45,45.0,45
6868,"Kuns, Kevin",INSPIRE:1318403,1318403,individual,1,1,CF,2022,2022,1,45,45.0,45
6869,"Leemans, W.P.",INSPIRE:1000708,1000708,individual,1,1,AF,2022,2022,1,45,45.0,45
6870,"Li, Wei",INSPIRE:1983968,1983968,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6871,"Liu, R.",INSPIRE:2032062,2032062,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6872,"Liu, Y.",INSPIRE:1035531,1035531,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6873,"Loaiza, P.",INSPIRE:1885189,1885189,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6874,"Madhukuttan, M.",INSPIRE:1885190,1885190,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6875,"Maier, A.R.",INSPIRE:2023252,2023252,individual,1,1,AF,2022,2022,1,45,45.0,45
6876,"Mancarella, F.",INSPIRE:1885191,1885191,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6877,"Marini, L.",INSPIRE:1600439,1600439,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6878,"Miguel Colin, Osvaldo",INSPIRE:1622674,1622674,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6879,"Milana, S.",INSPIRE:1881098,1881098,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6880,"Milchberg, H.M.",INSPIRE:1059694,1059694,individual,1,1,AF,2022,2022,1,45,45.0,45
6881,"Morganti, S.",INSPIRE:996840,996840,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6882,"Mori, W.B.",INSPIRE:1884361,1884361,individual,1,1,AF,2022,2022,1,45,45.0,45
6883,"Napolitano, T.",INSPIRE:1424198,1424198,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6884,"Norman, E.B.",INSPIRE:1020442,1020442,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6885,"Nutini, I.",INSPIRE:1376060,1376060,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6886,"Olmi, M.",INSPIRE:1938297,1938297,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6887,"Osterhoff, J.",INSPIRE:2023258,2023258,individual,1,1,AF,2022,2022,1,45,45.0,45
6888,"Pagliarone, C.",INSPIRE:994512,994512,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6889,"Pagnanini, L.",INSPIRE:1407896,1407896,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6890,"Palastro, J.P.",INSPIRE:1923084,1923084,individual,1,1,AF,2022,2022,1,45,45.0,45
6891,"Perrevoort, Ann-Kathrin",INSPIRE:1659024,1659024,individual,1,1,RPF,2022,2022,1,45,45.0,45
6892,"Pettinacci, V.",INSPIRE:1078798,1078798,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6893,"Pirro, S.",INSPIRE:993264,993264,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6894,"Poder, K.",INSPIRE:1882317,1882317,individual,1,1,AF,2022,2022,1,45,45.0,45
6895,"Polischuk, O.G.",INSPIRE:2009530,2009530,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6896,"Ponce, I.",INSPIRE:2053380,2053380,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6897,"Power, J.G.",INSPIRE:1957428,1957428,individual,1,1,AF,2022,2022,1,45,45.0,45
6898,"Puiu, A.",INSPIRE:1681623,1681623,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6899,"Quitadamo, S.",INSPIRE:1907506,1907506,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6900,"Ressa, A.",INSPIRE:1885206,1885206,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6901,"Rizzoli, R.",INSPIRE:1885207,1885207,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6902,"Rompotis, Nikolaos",INSPIRE:1064039,1064039,individual,1,1,RPF,2022,2022,1,45,45.0,45
6903,"Scarpaci, J.",INSPIRE:1271793,1271793,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6904,"Schmidt, B.",INSPIRE:989842,989842,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6905,"Sharma, V.",INSPIRE:2155716,2155716,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6906,"Shlegel, V.",INSPIRE:1885210,1885210,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6907,"Sigg, Daniel",INSPIRE:1055826,1055826,individual,1,1,CF,2022,2022,1,45,45.0,45
6908,"Slagmolen, Bram",INSPIRE:2035621,2035621,individual,1,1,CF,2022,2022,1,45,45.0,45
6909,"Taffarello, L.",INSPIRE:1046649,1046649,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6910,"Tretyak, V.I.",INSPIRE:2053383,2053383,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6911,"Tsymbaliuk, A.",INSPIRE:2037495,2037495,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6912,"Turner, M.",INSPIRE:2464588,2464588,individual,1,1,AF,2022,2022,1,45,45.0,45
6913,"Umatov, V.I.",INSPIRE:1061442,1061442,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6914,"Velazquez, M.",INSPIRE:1059475,1059475,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6915,"Vetter, K.J.",INSPIRE:1867658,1867658,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6916,"Wagaarachchi, S.L.",INSPIRE:1921903,1921903,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6917,"Wang, G.",INSPIRE:2053384,2053384,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6918,"Wang, R.",INSPIRE:1073065,1073065,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6919,"Wang, Yijie",INSPIRE:2700365,2700365,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6920,"Welliver, B.",INSPIRE:1191485,1191485,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6921,"Wilson, J.",INSPIRE:983446,983446,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6922,"Wilson, K.",INSPIRE:983426,983426,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6923,"Wipf, Christopher",INSPIRE:1925366,1925366,individual,1,1,CF,2022,2022,1,45,45.0,45
6924,"Wood, Darien",INSPIRE:983220,983220,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6925,"Xue, M.",INSPIRE:1859473,1859473,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6926,"Yan, L.",INSPIRE:1698299,1698299,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6927,"Yefremenko, V.",INSPIRE:1986233,1986233,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6928,"Zarytskyy, M.M.",INSPIRE:1885216,1885216,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6929,"Zhang, J.",INSPIRE:2053386,2053386,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6930,"Zhou, T.",INSPIRE:1894514,1894514,individual,1,1,AF,2022,2022,1,45,45.0,45
6931,"Zolotarova, A.",INSPIRE:1885217,1885217,individual,1,4,IF | NF | RPF | UF,2022,2022,1,45,45.0,45
6932,"Zuegel, J.",INSPIRE:2514105,2514105,individual,1,1,AF,2022,2022,1,45,45.0,45
6933,"Zuo, Xunwu",INSPIRE:1597872,1597872,individual,1,2,AF | EF,2022,2022,1,45,45.0,45
6934,"Banerjee, Avik",INSPIRE:1621058,1621058,individual,1,2,EF | TF,2022,2022,1,44,44.0,44
6935,"Cacciapaglia, Giacomo",INSPIRE:1019222,1019222,individual,1,2,EF | TF,2022,2022,1,44,44.0,44
6936,"Flacke, Thomas",INSPIRE:1020530,1020530,individual,1,2,EF | TF,2022,2022,1,44,44.0,44
6937,"Kunkel, Manuel",INSPIRE:1981999,1981999,individual,1,2,EF | TF,2022,2022,1,44,44.0,44
6938,"Panizzi, Luca",INSPIRE:1045124,1045124,individual,1,2,EF | TF,2022,2022,1,44,44.0,44
6939,"Schwarze, Leonard",INSPIRE:2051223,2051223,individual,1,2,EF | TF,2022,2022,1,44,44.0,44
6940,"Bargassa, Pedrame",INSPIRE:1017362,1017362,individual,1,1,CompF,2022,2022,1,43,43.0,43
6941,"Bravo-Prieto, Carlos",INSPIRE:2670428,2670428,individual,1,1,CompF,2022,2022,1,43,43.0,43
6942,"Chang, su Yeon",INSPIRE:2043493,2043493,individual,1,1,CompF,2022,2022,1,43,43.0,43
6943,"Cieri, Leandro",INSPIRE:1273330,1273330,individual,1,1,CompF,2022,2022,1,43,43.0,43
6944,"de Lejarza, Jorge J. Martinez",INSPIRE:2738014,2738014,individual,1,1,CompF,2022,2022,1,43,43.0,43
6945,"de Vries, Jacco",INSPIRE:1280633,1280633,individual,1,1,CompF,2022,2022,1,43,43.0,43
6946,"Dibenedetto, Dominica",INSPIRE:2054076,2054076,individual,1,1,CompF,2022,2022,1,43,43.0,43
6947,"Magano, Duarte",INSPIRE:1906752,1906752,individual,1,1,CompF,2022,2022,1,43,43.0,43
6948,"Martinez, Miriam Lucio",INSPIRE:1378130,1378130,individual,1,1,CompF,2022,2022,1,43,43.0,43
6949,"Nicotra, Davide",INSPIRE:2652930,2652930,individual,1,1,CompF,2022,2022,1,43,43.0,43
6950,"Omar, Yasser",INSPIRE:1889150,1889150,individual,1,1,CompF,2022,2022,1,43,43.0,43
6951,"Wyenberg, Jason",INSPIRE:1939846,1939846,individual,1,4,CF | NF | RPF | TF,2022,2022,1,43,43.0,43
6952,"Yang, Guang",INSPIRE:1905777,1905777,individual,1,4,CF | NF | RPF | TF,2022,2022,1,43,43.0,43
6953,"Alipour Tehrani, N.",INSPIRE:1488489,1488489,individual,1,5,AF | EF | NF | RPF | TF,2019,2019,1,42,42.0,42
6954,"Amar, H.",INSPIRE:1992637,1992637,individual,1,2,IF | NF,2022,2022,1,42,42.0,42
